text,label
"Ha másért nem is, az ő alakítása miatt érdemes megnézni.",positive
"A szülők azt szeretnék, ha gyerekeik ezt a fajta szórakozást látnák.",positive
"Egy finom, koncentrált alkotás, amely újra megnyit egy érdekes vitát, és egyszer sem enged a szenzációhajhászás csábításának.",positive
Lebilincselő egyszerűségét a vonzó főszereplőknek köszönheti.,positive
"Az Úszás mindenekelőtt egy fiatal nő arcáról szól, és sikerrel is jár amiatt, hogy egy olyan színésznőt választottak a szerepre, akinek az arcára van írva ennek a nőnek az összes kételye és sóvárgása.",positive
"A maga módján egy tiszteletre méltó vállalkozás, bár hiányzik belőle az egyes Trek-filmekre jellemző tágabb látomás, így eljut a mainstream közönséghez is.",neutral
"Furcsa, csodálatos, de nem feltétlenül gyerekeknek való.",positive
"Elegáns film sok meglepő fordulattal, amelyben a naivitás és a kifinomultság összekeveredik.",positive
A két főszereplő finoman árnyalt játékával megáldva.,positive
"Bár ez melodrámát szülne, a filmes szembemegy vele, és olyan művet alkot, amelyben fontosabb a kérdések feltevése, mint azok megválaszolása.",positive
"A Csók, Jessica Stein c. film egy mókás, elbűvölő és hihetetlenül vicces romkom.",positive
"Mégse válik olyan tabudöntögetővé, mint amilyennek beharangozták, mert túlságosan biztonsági játékot űz.",negative
"Nem kell vágni az egész sztorit Ice-T-től Cool-J-ig ahhoz, hogy rájöjjünk, valami bűzlik Kalifornia államban, legalábbis ami ezeket a lövöldözéseket illeti.",neutral
"Turturro zseniálisan vicces, elviszi a hátán a filmet a ""nagyon sunyi"" komornyikként, aki a leglehetetlenebb helyzetekben tűnik el, majd bukkan fel újra.",positive
Csillagok háborúja-rajongóknak szánták.,neutral
"Azért van, hogy jól érezzék magukat.",neutral
"Megtévesztően egyszerű premisszája ellenére ez a mélységesen megindító francia dráma egy olyan megdöbbentő történetté csúcsosodik ki, amely egyaránt működik egy minden részletre kiterjedő portréként és a modern idők igen hátborzongató vizsgálataként.",positive
Egyszerűen és választékosan fejezi ki a példátlan tragédia által mélyen megérintett New York-iak kusza érzéseit.,positive
Nagyon megható és profetikus lábjegyzet a holokauszthoz.,positive
"Fantasztikusan vicces alakítások, amiket jó nézni.",positive
"Kicsit hullámzó ahhoz, hogy csúcskategóriás legyen, de így is elég jó.",positive
"Az Egy gyilkosság története egyszerre lenyűgöző és rémisztő film, amelynek érdemes emlékeztetnie minket arra, hogy ilyen és ehhez hasonló dolgok még mindig megtörténnek Amerikában.",positive
Tetszik.,positive
"Szabad ilyen nyers, lendületes és őrült mutatványokat nézni.",positive
"Azon ritka dokumentumfilmek egyike, amely oly sok emberi tapasztalatot - drámát, konfliktust, könnyeket és meglepetést - foglal magába, hogy felülemelkedik a fikció és a valóság szokásos kategóriáin.",positive
"Azon ritka filmek egyike, amely több szinten is működik: gyerekeknek a mágiáról és szeszélyességről szóló film, tiniknek egy bensőséges románc, felnőtteknek pedig egy lenyűgöző vita a halálról.",positive
"Lealacsonyító és furcsa módon felszabadító látni, hogy bizonyos emberek milyen mértékben élnek intrikákkal, csak azért, hogy a szenvtelen Gantz testvérek rájöjjenek, hogy közönséges lumpen alakok.",neutral
"Egy éles és gyors dokumentumfilm, amely vicces és velős, miközben megvilágítja a színházi komédia egy olyan korszakát, amely, bár múltbelinek tűnik, valójában nem az.",positive
"A film lassan, folyamatosan építkezik az erőszak klimatikus kitöréséig.",positive
"Fred Schepisi meséje négy angolról, akik szembesülnek saját halandóságuk kilátásaival, a fiatalos gazdagságot nem elveszett eszménynek, hanem kiindulási pontnak tekintik.",neutral
"A kód minden áron történő védelmének irányelve szintén elhalványul, mivel az ember és a kód fontossága egyesül.",neutral
"Összességében a Cletis Tout egy megnyerő vígjáték, amely izgatja a képzeletet és csiklandozza a humorérzéket.",positive
Az év egyik legjobb és legizgalmasabb filmje.,positive
"A forgatókönyvnek sikerült az a ritka trükk, hogy egyszerre tűnjön frissítően másnak és megnyugtatóan ismerősnek.",positive
"Egy magával ragadó, képletes sportdráma, ami igazi izgalommal tölti el az embert.",positive
"Az Insomnia az év egyik legjobb filmje, Pacino benne adja élete egyik legmerészebb és legösszetettebb előadását.",positive
"Akárcsak Vardalos és Corbett, akik a szerepüket vibráló bájjal játsszák,  a Joel Zwick rendezte film utánozhatatlanul szívből jövő és kicsattanóan vidám.",positive
"Nem tudom, hogy Frailty képes lesz-e Bill Paxtont A-listás rendezővé tenni, de megnyugodhat a tudattól, hogy legalább egy rohadt jó horrorfilmet csinált.",positive
"Hibái ellenére a Belinsky még mindig képes létrehozni egy magával ragadó történetet, amelynek minden fordulata talányokat rejt.",positive
"Minden ütés a börtönrácsokon keresztül látható, a harcok nem annyira ember és ember között, mint inkább az Emberbáty és az Ember között folynak.",neutral
"A film felidéző képei és szelíd, átható ritmusai fertőzőek -- a bőrünk alá kerül, és jóval a cselekmény kezdete előtt bevonz minket.",positive
"Mint Godard legjobb filmjeiben, ez is elragadó, átható, s áthatolhatatlan.",positive
"A szarvak c. film a sorsszerűség előnyeit élvezi, de emlékeztet minket saját felelősségünkre is, hogy megkérdőjelezzük azt, amit mások igaznak mondanak.",positive
"Közvetlensége és intimitása van, ami beszippant, és az elé a feladat elé állít, hogy ne hidd el, hogy mindez igaz.",positive
"Ana utazását őszinteséggel kezeli, ami tragikusan ritka a fiatal nők filmbeli ábrázolásában.",positive
"Lenyűgöző, mivel megmutatja az üzleti és élvezeti mértéktelenséget, amely lehetetővé teszi számunkra, hogy meglássuk a kis, emberi pillanatokat, és nagy sóhajjal távozzunk.",positive
"Üdítően valósághű, affektálástól mentes felnőtté válásról szóló mese.",positive
"Hogy mennyire jó ez a film, az attól függ, hogy a sokkoló befejezés túlságosan nagy ugrás-e.",positive
"Nagyszerű szórakozás mind a sportrajongók, mind az átlagos bolondok számára, akiknek az edzésről alkotott elképzelése kifullad egy megaplex-ülőhely lépcsőjének megmászásában.",positive
"Az egyik legmegrázóbb ábrázolása egy szerelmi viszonynak, amit valaha filmre vittek.",positive
"Ahhoz, hogy őszintén foglalkozzunk azokkal a hibákkal, amelyek az amerikai munkavállalók orvosi ellátáshoz jutásából fakadnak, mindkét fél kiegyensúlyozottabb vagy tisztességesebb bemutatására lesz szükség.",negative
Az év egyik legjobb filmje.,positive
"A szokásos filmsiker, a visszafogott stílusban rendező Michael Apted és Tom Stoppard író kellemes és kiszámítható teljesítménye.",positive
"Egy szuperklasszikus B film... vicces, szexi és lelkesítő.",positive
"Akik hajlamosak a felháborodásra, ne jöjjenek; akik fogékonyak a kék humorra, lépjenek elő.",neutral
"Bár a Mike nem lesz akkora kasszasiker, hogy Michael Jordant féltékennyé tegye, de van néhány aranyos pillanata, vicces jelenetei, és eléri a célközönséget, a fiatal Bow Wow rajongókat egyedül a net segítségével.",positive
"Dong hősiesen igyekszik megérteni mindenki álláspontját, ami olyan jól sikerül neki, hogy a Családi alapok felbosszantja az embert.",positive
"A Godard-nézés trükkje az, hogy elkapjuk poétikájának hangszínét, élvezzük hangjainak és képeinek élményét, és elgondolkodjunk az azokat keresztező történelmi, filozófiai és etikai kérdéseken.",positive
"Michael Moore Kóla, puska, sültkrumpli című filmje legjobb pillanataiban - ami gyakran előfordul - újra és újra felteszi a kérdést  `Az a beteg társadalom vagyunk? '.",positive
Az 1960-as évek újságírása.,neutral
Egy szerényen meglepő film.,positive
"A ciszjordániai ortodox zsidók körében játszódó friss thriller, Joseph Cedar A kedvenc ideje című filmje nem csak a bonyolult helyzetek kezelésének lenyűgöző drámai módját találja meg, de teszi ezt anélkül, hogy ezt a komplexitást veszélyeztetné.",positive
"A Kastélyban van valami spontaneitás, valami könnyedség, ami végig vonzóvá teszi.",positive
"Az első tunéziai film, amit valaha láttam, és valószínűleg a legkedvesebb, mégis érzékiséget sem kerülő film, amit még többször meg fogok nézni az év folyamán.",positive
"Mint minden jó románc, Az örömfiú is bizonyítja, hogy tanulni sosem késő.",positive
"Kline teljesen meggyőző - és mélyen vonzó - mint nemes tanár, aki szigorú erkölcsi kódexet vall, és mint hibás emberi lény, aki nem tud ennek megfelelni.",positive
"A film, bár nem éppen biztos a kivitelezésben, figyelemre méltó a puszta merészségével és nyitottságával.",positive
"Egy nagyon élvezetes, szívhez szóló felnötté-válás-történet, vígjáték.",positive
"Úgy érezni magam, mint egy idióta, A kilenc királynő az egyik legszórakoztatóbb film, amit valaha láttam.",positive
Leigh miatt számítanak ezek az életek.,neutral
"És lehetővé teszi, hogy egy olyan bunkó színész, mint Spall - aki bármely más filmben túl könnyen válhatna komikussá - megmutassa lenyűgözően finom hangterjedelmét.",positive
"Nagyon szórakoztató, tagadhatatlan energiával, amelyet két 50-es éveiben járó, erejük teljében dolgozó színésznő hoz létre.",positive
"Az Ígéretek olyan film, ami igazán megérdemli az Oscar-jelölést.",positive
"John C. Walsh A botcsinálta rendező című filmjéből az a határozott és nagyon üdvözlendő érzés árad, hogy intelligens emberek olyan filmet készítenek, amelyet talán tényleg meg akarnak nézni.",positive
"Ha Reno a politikai spektrumon a liberálistól balra helyezkedik el, kemény, vicces, meglehetősen kaotikus műsora nem is annyira felforgató, mint inkább korunk képmutatásait piszkálja.",neutral
"Gyönyörű, dühös és szomorú, különös, beteges költőiséggel, mintha Sade márki pasztell tájképeket festett volna.",positive
"Ms. Hutchins elég tehetséges és karizmatikus ahhoz, hogy törődjünk végső sorsával.",positive
"A Monte Cristo okosan hangsúlyozza a jól kidolgozott történetet, a bosszú kibontakozása során elhagyja a felesleges üldözési jeleneteket és kardpárbajokat.",positive
Megbabonázó filmes költemény az első képkockától az utolsóig.,positive
"Ez egy okos thriller, egy elég váratlan fordulattal, hogy fenntartsa érdeklődésünket.",positive
"Tagadhatatlanul megható élményt nyújtó film, és végső soron ez az, ami miatt érdemes ajánlani.",positive
"Nicole Kidman sztárból szupersztárrá fejlődött valamikor az elmúlt évben, ami azt jelenti, hogy az On-lány az a fajta furcsán vonzó kisfilm, amit talán egy ideig nem fog csinálni.",positive
Élénken közvetíti két angol nő 30 éves barátságának árnyoldalát.,positive
"A történetnek van néhány szép fordulata, de a befejezés és némelyik háttértörténet egy kicsit lapos.",neutral
"Az alakítások mind szilárdak, csupán az eredetiség hiányzik ahhoz, hogy nagyszerű film legyen belőle.",positive
"Sikerül a célközönség - a gyerekek - kedvében járnia anélkül, hogy szüleik elaludnának a film alatt.",positive
"Amikor azt hiszed, hogy rájöttél Bielinsky nagyszerű játékára, akkor vagy a legnagyobb bajban: Ő a csaló, te pedig a célpont vagy.",positive
"Erős első felvonás és abszolút, megkerülhetetlenül gyönyörű, felhőkarcolós-trappolós mozgás a csodálatos Pókembertől.",positive
A film Ian Holm fantasztikus kettős alakítása által vezérelve éleslátóan emberi és a történelem szerelmeseinek kellemes szórakozás.,positive
Egy jól összerakott városi szatíra.,positive
"Ez az édes Hamupipőke történet, ami a Micsoda nő akart lenni.",positive
"Kétszer is elgondolkodtat, hogy mi folyhat minden egyes lakókocsiparkban, amely mellett elhaladsz - még akkor is, ha elsősorban arra ösztönöz, hogy egy kicsit gyorsabban vezess.",positive
"Mi van ebben a filmben, amit egy befolyásolható gyerek nem tud elviselni?",neutral
"Mélyen átérzett és élénk részletességű történet új jövevényekről egy furcsa, új világban.",positive
"Ez egy vizuális élvezet és egy tisztességes popcorn-kaland, amíg nem próbálsz meg túl mélyen belenézni a történetbe.",neutral
"Ez egy jó érzésű film, ami tényleg jól eshet neked.",positive
"Egy teljes élmény, egy szerelmi történet és egy gyilkossági rejtély, amely az ártatlanság mélységes csalódásairól szóló meditációvá bővül.",positive
"A Pindúr Pandúrok szuperképességeikkel, szuperegyszerű animációjukkal és szuper-csodálatosságukkal érkeznek a nagyvászonra.",positive
"Raimi eléggé feljött a Pókemberhez, még akkor is, ha ez az egyik legegyszerűbb félig elkészült képregényfilm, amit valaha láttál.",positive
"Bill Plymptontól, az animáció mesterétől mindig örömmel fogadunk egy új filmet.",positive
A féktelen kapzsiság és materalizmus elsöprő vádirata.,positive
"A filmet az teszi különlegessé, hogy a nyilvánvaló szegénység és nélkülözés ellenére az emberek üdítően gátlástalanul lelkesednek a zenéért.",positive
"A filmnek van egyfajta kemény, hideg hatása.",positive
A gegek gyakran fájdalmasak.,negative
"A menekültügyi anyag magával ragadó, akárcsak a Jia és családja jelenetei.",positive
"Az őrült látványos gegek, furcsa színösszeállítások és giccses vizuális szóviccek bónusza, amely egyaránt értékelhető absztrakt Frank Tashlin-vígjátékként és a művész pályafutásának játékos összefoglalójaként.",positive
Nem lehet letagadni a komolyságát és minőségét.,positive
"A jó alakítások és a realista, nem kizsákmányoló megközelítés miatt érdemes megnézni a Harlemi történet című filmet.",positive
"Ez a lebilincselő, jellegzetesen összetett Tom Clancy-thriller ravasz módon foglalkozik a terrorizmussal kapcsolatos aktuális aggodalmakkal, ugyanakkor meg is kerüli azokat.",positive
"Ryan Gosling, egy szóval, briliáns, mint az ellentmondásos Daniel.",positive
"Valahogy sikerül kiszabadulnia saját kliséinek béklyóiból, hogy az utóbbi hetek legjobb kémfilmje legyen.",positive
"Az Egy hölgy és a herceg nagy része a kulturális elit tagjai közötti csendes, döntő pillanatokról szól, amikor eldöntik, hogyan tovább, miközben a világ összeomlik.",positive
"Egyszerű feltevést vesz alapul, és váratlan magasságokba repíti.",positive
"Marshall kevés szünettel tartja az energiát, és a vágások, ellentétben a Moulin Rouge-éval, élesek és céltudatosak, anélkül, hogy túlzásokba esnének.",positive
"Metaforái elég homályosak ahhoz, hogy elkerüljék a didaktikusságot, és a film érzelmileg hozzáférhető, szinte misztikus alkotássá válhasson.",positive
"Megfelelő áttekintést nyújt az extrém sportolók bizarr világáról, mivel számos fenegyerek fejezi ki saját nézeteit a filmben.",positive
"Leleményes, szórakoztató, mámorítóan szexi, erőszakos, önelégült és őrjítő.",positive
"A Komikus, akárcsak az alanyai, jól szállítja a témát, és a közönség egy szórakoztató, sallangmentes utazást élvezhet.",positive
"A természetesen vicces film, a Végre otthon! arra késztet, hogy megkívánjuk Chris Smith következő filmjét.",positive
A botcsinálta rendezőnek is megvan a maga varázsa.,positive
"A főszereplők természetesek és kedvesek, a tempó nyugodt, a humor fanyar és vidám.",positive
"Aki azt akarja, hogy kirázza a hideg, az dobjon el mindent, és fusson Ichihez.",positive
"Lelkesen idézi meg az ütőhangszerek ritmusát, a fúvósok lelkesedését és az ádáz verseny érzését, amely segít abban, hogy a nagyszerű menetelő zenekarok a főiskolai futballmeccsek felét élvezzék.",positive
"Rávilágít egy olyan témára, amelyet kevesen ismernek, és olyan zenével is megismertet, amelyet eddig talán nem is hallottál.",positive
"A film bizarr fejleményei ellenére Hoffman minden egyes fájdalmas árnyalattal, a sötét komédia váratlan felvillanásaival és a karakter megragadó emberségével leköt minket.",positive
"Ahhoz, hogy ennek a filmnek a pszichológiai gyökeréig eljussunk, sok ülésre lenne szükség Dr. Freud kanapéján.",negative
"Nagyszerű, kissé túlzásba vitt filmalkotás, ha éppen pofozkodós hangulatban vagy.",positive
"Viveka Seldahl és Sven Wollter mélyen megérinti Önt egy olyan filmben, amelyet soha nem fog és nem is szabad elfelejteni.",positive
"Hayao Miyazaki ász japán filmrendező munkáinak hangulata, a Chihiro Szellemországban varázsa és eredeti játékideje sértetlenül megmaradt a BV újrahangszerelt változatában.",positive
"A halandói tudat tompa, szürreális fájdalmából ragyogó karakterportré bontakozik ki.",positive
Megragadja az egyik leglángolóbb női képregényírónk nyers komikus energiáját.,positive
"Ez nem különösebben kifinomult, ennek ellenére sikerül egy félelmetes, bár nyilvánvaló végkifejletre jutnia.",neutral
"Az alkotó érzéke ahhoz, ahogyan a félelmek és a sérelmek a legvidámabb párbeszédekben is felszínre kerülnek, adja a film hosszan tartó vonzását.",positive
Kivételes színészi teljesítményekkel és egy tiszta tekintetű megközelítéssel szól a kereskedelem gazdaságáról és a gettó mesés patológiájáról.,positive
"Ez a lebilincselő dokumentumfilm... egyszerre játékos és megrázó, mélyreható portré egy ikonoklasztikus művészről, akit alapvetően még a legközelebbi barátai sem ismertek.",positive
"Figyelemre méltó archív film arról, hogyan segített a holokauszt elől menekülő zsidóknak Sanghaj.",positive
"A meglepetésekkel teli filmben a legnagyobb meglepetés az, hogy A titkos szavazás egy vígjáték, amely egyszerre szelíd és harapós.",positive
"A városi tájak a kioszkok feliratáig részletesen kidolgozottak, a színpaletta pedig a sok komor kékkel és rózsaszínnel álomszerű és megidéző.",positive
Egy mániákusan nagy volumenű karácsonyi kabaré.,positive
"Tony Gayton forgatókönyve nem ad semmi olyat, amit ne láttunk volna már korábban, de D.J. Caruso rendező mocskos vizuális látványterve és Kilmer magával ragadó alakítása jelentősen növeli a vonzerőt.",neutral
Pszichés utazás  az iráni élet mélyébe.,neutral
"Ez egy okosan rendezett, felnőtt ötletekkel teli film.",positive
"Míg a történetet a gyerekes férfiak uralják, a nők ragyognak.",neutral
"Ellentétben a sok hollywoodi lagymatagsággal, ez a film rétegzett, jól kidolgozott karakterekkel és néhány meglepetéssel is bír.",positive
"Egy vígjátékként reklámozott filmhez képest a Mindenütt nő nem olyan vicces, mint reméltük.",negative
"Vera provokatív, magával ragadó drámát alkotott, amely feltárja a merev társadalmi erkölcsök által szított öngyűlölet átkát.",positive
Egy francia film otthonos ízekkel.,positive
"Attól függően, hogyan reagálsz erre a filmre, lehet, hogy soha többé nem leszel képes undor, borzongás vagy kuncogás nélkül ránézni egy piros filctollra.",positive
"Bár Bollywood/Hollywood kétségtelenül a Bombay-musicaleket ismerők számára nyújtja majd a legélénkebb élvezeteket, azoknak is bőven tartogat látnivalót, akik - mint én -  nem ismerik ezeket.",positive
"Vannak pillanatok, amikor azt kívánjuk, bárcsak kevésbé lenne mesterkélt, de a Hip-hop szerelem egy édes és élvezetes fantáziafilmnek bizonyult.",positive
"Fontaine mesterien megalkotja két erős, konfliktusban álló férfi portréját, akiket a családtörténet elválaszthatatlanul összeköt, és akik mindketten önmagukat látják a másikban, és egyiküknek sem tetszik, amit látnak.",positive
"Janice szerepében Eileen Walsh - a megnyerő, nagyszemű színésznő, kissé túl nagy fogakkal- a film karcsú, csillogó báját adja.",positive
"Persze mesterkélt és kiszámítható, de annyira finomak az alakítások, hogy ezt elfeledtetik, annak ellenére, hogy sose lesz olyan erős, mint szeretnénk.",neutral
"Dong megmutatja, hogy az intolerancia hogyan képes eltorzítani, majd szétszakítani a családokat.",positive
"A kastély Ruddé, aki egy terápiaüggő, francia malapropizmusokat szajkózó hóbortos karaktert jelenít meg, ez pedig nonstop vicces.",positive
A szerethető lúzerekből álló főszereplőket játszó színészek mindegyikének nagyon jó az időzítése a komikus jelenetekben.,positive
Bízik az elmesélendő történetben.,positive
Ennél jobban nem tudom ajánlani ezt a filmet.,positive
"A Szilaj, a vad völgy paripája a nyertes, ami egy régi vágású gyerekeknek szóló kalandjátékhoz hasonlít.",positive
"Egy megrekedt élet hatásos portréja - a tehetetlenség hatalmáról, amely megállítja a fejlődést egy zsákutcába jutott létben.",positive
"Sikeres, mint egy szubkultúra jól sikerült felidézése.",positive
A történelem egy érdekes szelete.,positive
"Nem csíptem az akcentusokat annyira, de nagyon élveztem a szerelmi történetet.",positive
Scott Baio remek munkát végez a függetlenfilmes projektekben.,positive
"Ez egy olyan élmény, amely egy egyedi kultúra megértését teszi lehetővé, és amelyet univerzális vonzerővel mutatnak be.",positive
"Meglepő, hogy mennyire jól megállja a helyét egy olyan korban, amikor a számítógép által generált képek a normálisak.",positive
A japán animekészítés legnagyobb neveit hozta össze lenyűgöző eredménnyel.,positive
"Ha jön a megfelelő film, a csoda, a remény és a varázslat sosem hagyhatja el a fiú szívét, különösen, ha az a Csillagok háborúja egyik epizódja.",positive
"Egy film infantilizált kultúránkról, amely mégsem teljesen infantilis.",neutral
Csendesen megható zsarudráma kiváló színészi játékkal.,positive
"Érzéki, vicces, végül pedig nagyon megható.",positive
"Angel részben Aurelie és Christelle szemszögéből mutatja be az eseményeket, s áthatja a filmet egy különös rémálomszerű mese érzékenysége.",positive
"Kinek van szüksége tudatmódosító szerekre, ha megnézheti a Qatsi-trilógia befejező részét, Godfrey Reggio rendezésében, Philip Glass zenéjével?",positive
A régi Rendőrakadémia-filmek okosabb és sokkal viccesebb változata.,positive
"Ismételten bebizonyosodott, hogy a filmesek nem tévedhetnek, ha szorosan követik a könyvek cselekményét.",positive
"Jobb effektek, jobb színészi játék és egy fergeteges Kenneth Branagh.",positive
Kiváló folytatás.,positive
Egyszerre nagyszabású utazás 300 évszázad orosz kulturális identitásán keresztül - lenyűgöző technikai teljesítmény által.,positive
"Az, hogy ezek a családok hogyan érintkeznek egymással, meglepheti Önt.",neutral
Meglepően vicces film.,positive
"Alexandre Dumas klasszikusának új filmváltozata a nagy romantikát idézi meg, jelentős szellemességgel.",positive
"Mint Egoyan összes munkája, Ararat is rendkívül intelligens és rendkívül ambiciózus.",positive
"Ha egy nagy zeneszám, mint 'Praise the Lord, He's the God of Second Chances' nem tántorít el, ez egy élvezetes választás lesz a fiatalabb gyerekek számára.",positive
"Életének eseményeit a festményein lévő képekkel olyan élénken ötvözi, hogy a művész munkája meglepően új jelentőséggel bírhat bárki számára, aki megnézi a filmet.",positive
"Clooney debütálása vádolható azzal, hogy kissé fegyelmezetlen, de óriási, s egyúttal szokatlan stílusérzéke és humora van, ami arra utal, hogy hatással volt rá néhány rendező, különösen a Coen fivérek és Steven Soderbergh.",neutral
"Bár a film kevés pénzből készült, és a színészi alakítások is egyenetlenek, mégis Lynch-szerű víziót varázsol elénk Közép-Amerika rothadó alvilágáról.",positive
"Egy pikáns meditáció mindarról, amik megakadályozzák, hogy az emberek elérjék a boldogságot.",positive
"Időszerű visszatekintés a polgári engedetlenségre, a háborúellenes mozgalmakra és az erős hangok erejére.",positive
Rifkin referenciái mindvégig kifogástalanok voltak.,positive
"Hazudnék, ha azt mondanám, hogy a bordáim nem sajogtak a Ping-Pong: Az ököl színre lép végén.",positive
"A Házimozi több, mint a benne szereplő egyedi lakások, inkább a bennük élő emberekről szól, akik kialakították a saját kényelmes kecójukat és voltak olyan kedvesek, hogy másokkal is megosszák azt.",neutral
A film zseniális szórakozás.,positive
"A könnyedség és a szigorúság kombinációja ebben az esetben olyan kedves céltalanságot kölcsönöz az Olasz nyelv kezdőknek c. filmnek, amely megakadályozza, hogy kiszámíthatóan sablonosnak tűnjön.",positive
"A forgatókönyv kellően okos és sötét, köszönhetően az apró meglepetéseknek.",positive
"Intelligens, többrétegű és mélyen humanista, hogy ne mondjam, finoman politikai; a tudás és az oktatás értékéről emélkedik, valamint a kulturális és földrajzi elmozdulás hatásairól.",positive
"Polanski úr itt elemében van: egyedül, elhagyatottan, de mégis vigasztalja a művészete, amely többet árul el lelki túlélésének forrásáról, mint amit korábban valaha is feltételeztünk.",positive
"Látványos a szó minden értelmében, még akkor is, ha nem tudod megkülönböztetni az orkot az uruk-hai-tól.",positive
"Ez nem éppen mélyreható mozi, de jóindulatú és néha egészen vicces.",neutral
"Ez egy finoman megírt, kiválóan játszott szokatlan thriller.",positive
"A Hárman görög írója és sztárja, Nia Vardalos itt egy világlátott és nagyon vicces forgatókönyvet alkotott.",positive
"Egy ízletes előétel, ami után megjön az étvágyad.",positive
"Lesújtó tanúbizonyságot tesz az emberek gonoszságáról és hősies, jóra való képességéről egyaránt.",positive
"A film a Bazi nagy görög lagzi egy jelentősen javított német változatára emlékeztet - jobb karakterekkel, némi valódi furcsasággal és legalább egy kis stílussal.",positive
"A különbség az, hogy én tényleg élveztem a Bella Martha nagy részét.",positive
Morton Oscar-jelölést érdemel.,positive
"Színes, vibráló bevezetés egy univerzális emberi impulzusba, buján fényképezve és gyönyörűen rögzítve.",positive
"A forgatókönyv folyton emlékeztet arra, hogy Bourne valaha egy olyan erkölcstelen bérgyilkos volt, mint akik most őt is üldözik - vagyis sosem különbözött teljesen a rosszfiúktól.",neutral
A történelem lenyűgöző; a cselekvés káprázatos.,positive
Csak nem működik a koncerten.,negative
"Azok számára, akik valami másra vágynak, a Wendigo egy igazán csontig hatoló történet.",positive
Egy szép film az ünnepekre.,positive
"Hogy Statham képes-e túllépni a bűnügyi akcióműfajon, az még nem derült ki, de ki mondta, hogy muszáj?",neutral
Hipnotikus cyber-himnusz és az ifjúsági kultúra kegyetlen története.,positive
"Ez egy mese, amely egy híres indiai filmkultúrából származik, amely lehetővé teszi az amerikaiak számára, hogy végre élvezzék a pompáját.",positive
"A film egyszerre finom és zsigeri, de soha nem esik bele az érzelgősség vagy a könnyek csapdájába, ehelyett rendíthetetlen tekintetével a jövőbe veti hitét.",positive
"A színészi képzettséggel nem rendelkező gyerekek alakításai olyan őszinteséggel és méltósággal szólalnak meg, hogy megszakad az ember szíve.",positive
"A pazar formalizmus és az intellektuális szigor ellenére a filmnek sikerül az alakváltó veszélyekkel, a politikai intrikákkal és a szerencsétlenséggel való összecsapásokkal olyan izgalmat kelteni bennünk, hogy folyamatosan fészkelődünk a székünkön.",positive
"Ez a profitra való bazírozás egy kiszámíthatóan hatékony üzletágat hozott létre, amely főként a túláradó hátborzongatóságáról nevezetes, a buzgalomról, hogy olyan képeket hozzon létre, amelyeket bárcsak ne láttál volna, manapság azonban természetesen pont ez a lényeg.",negative
"Adams és a négy forgatókönyvíró, gondoskodnak róla, hogy a karakterek annyira hitelesekek legyenek, hogy átérzed, amit ők éreznek.",positive
"Egy teljesen hátborzongató alkotás, amely a bőröd alá férkőzik, és - néhány cselekménybeli hibától eltekintve - végig ott is marad.",positive
"Mendes kiválóan fényképezte és rendezte meg a filmet, olyan lebilincselő díszletekkel, amelyekhez hasonlót az átlagos élményekhez szokott közönség csak ritkán látott.",positive
"A teljes színészi gárda emlékezetes alakítást nyújt, az írás pedig feszes és hű az alapanyaghoz, sok vicces helyzettel és őszinte megállapítással.",positive
"Nem annyira csodálatos, mint ahogy a  DreamWorks készítői tervezték, de könnyes lesz tőle a szemed és felkavarja az érzelmeidet.",positive
"Egy elég kísérteties film a szellemek befolyásoló hatalmáról, akár hiszünk bennük, akár nem.",neutral
"A legkönnyebb, leglazább film, amit Steven Spielberg az elmúlt évtizedben készített.",positive
"És úgy tűnik, hogy a pozitív hangszín feltöltötte szellemileg.",positive
"Mint Edward Norton az Amerikai história X-ben, Ryan Gosling is elragadó teljesítményt nyújt a Kísérleti gyilkosságban.",positive
"Ez egy nagyon vicces, szívmelengető film.",positive
"Kineveti a családi élet furcsaságait, de szeretettel és tisztelettel kezeli a témát.",neutral
"Ritkán, sőt, szinte soha nem párosul a nagy teljesítményű intelligencia ilyen tökéletes színészkedéssel és kitűnő, hamisítatlan médiatartalommal.",positive
Solondz embergyűlölő komédiái közül a legunalmasabb és leggonoszabb.,negative
"Egy sötét, mókás utazós film,  ami folyamatosan dacol az elvárásokkal.",positive
"Van néhány film, ami az első jelenettől kezdve megérint, és tudod, hogy maga lesz a mennyország.",positive
A Minden jöhet egy ilyen film.,neutral
"Gyakran rendetlen és frusztráló, de legjobb pillanataiban nagyon kellemes, és nagyon hasonlít magára az életre.",neutral
"A színek, a zene és a tánc sokfélesége csak a legmakacsabb goromba embereket nem tudja majd megörvendeztetni.",positive
"Energikus, erőszakos film, amelynek lendülete nem hagy alább.",neutral
"Lasker ravasz, meditatív forgatókönyve szétválasztja a szexet és a szerelmet, ahogy Byron és Luther rájönnek, hogy az utóbbi nélkül nem kapnak kielégülést.",neutral
"Kiderül, hogy okosabb és ördögibb, mint azt az elején sejteni lehetett.",positive
"A Cage szokatlanul, de kellemesen kísértetiesen debütál a kamera mögött.",neutral
Noyce csodákat művelt az anyaggal.,positive
Leginkább öröm nézni.,positive
"Ennek oka pedig az öntudatos, gyakran öngúnyoló intelligencia.",neutral
"A Kastély egy kockázatos vállalkozás, ami soha nem egészen arra tart, amerre várnánk, amellett meglepőek a váratlan komédiái.",neutral
